/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_08_simple";

d = 10;
r = 50;

SCj = [339 334 336 344 342 359 347 351 350 320];
Dk = [95 27 58 24 96 94 58 70 22 30 19 42 60 87 84 62 13 74 41 58 42 48 57 24 43 84 73 20 100 91 69 56 68 39 86 91 63 91 79 91 25 18 88 14 51 58 75 37 100 61];

Cjk = [[39 48 70 70 31 88 67 82 64 43 65 86 60 47 61 49 39 79 86 36 58 83 77 36
  84 41 75 33 40 41 69 39 41 63 64 89 56 33 67 45 61 77 34 66 34 67 34 36
  41 48]
 [47 88 56 79 55 79 80 42 30 31 67 75 48 89 88 33 44 55 49 58 74 70 79 88
  57 63 50 65 61 31 37 34 33 54 59 34 73 82 61 45 82 46 41 53 35 31 43 69
  60 85]
 [61 60 77 55 72 63 45 67 66 78 56 73 30 53 44 35 78 41 86 32 60 88 50 45
  51 73 48 76 34 51 43 65 57 43 84 48 89 58 71 58 89 74 39 44 83 48 68 37
  68 51]
 [47 49 61 52 33 74 63 30 51 56 51 77 77 30 51 54 37 42 60 82 86 45 48 70
  65 59 55 48 52 86 55 58 70 74 71 60 51 70 40 70 43 81 41 81 31 30 77 37
  38 30]
 [56 82 58 32 42 69 77 71 48 64 49 54 80 88 66 66 66 53 36 66 55 69 43 54
  32 48 82 64 52 42 50 56 88 56 55 30 62 88 59 57 53 72 56 77 50 66 81 71
  53 85]
 [75 87 47 78 57 33 34 30 31 39 84 39 49 32 69 89 87 74 36 56 55 70 75 69
  68 34 61 84 45 61 32 74 37 83 55 30 31 36 52 56 48 86 67 82 72 63 61 30
  40 69]
 [47 84 35 37 33 65 40 80 39 55 49 32 88 89 70 74 66 66 88 33 81 85 58 59
  34 51 77 57 65 75 35 77 43 32 84 86 38 30 64 82 33 50 70 83 79 30 75 67
  63 51]
 [89 40 45 41 47 81 31 62 52 80 60 74 59 47 46 57 59 34 44 55 83 43 87 48
  54 79 79 55 76 81 85 58 75 38 67 70 32 79 79 41 79 54 34 49 63 81 35 30
  34 73]
 [57 68 34 76 35 50 75 69 54 79 47 40 48 87 44 54 69 63 80 65 53 82 82 58
  61 38 36 66 44 77 48 80 65 67 54 87 49 54 36 85 77 40 84 78 72 43 59 82
  85 89]
 [63 74 63 57 50 74 38 45 59 44 54 86 74 75 44 40 37 33 80 48 83 73 76 43
  81 87 47 35 55 49 31 47 44 31 83 78 81 78 36 84 86 49 53 45 75 57 64 66
  75 52]];
