/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_10_simple";

d = 10;
r = 50;

SCj = [299 295 309 300 308 291 309 261 301 292];
Dk = [17 85 13 75 17 79 52 18 44 28 35 13 82 63 92 45 20 56 36 49 64 12 34 11 11 34 58 52 45 37 59 67 92 73 76 12 64 30 75 82 44 50 75 22 49 63 47 15 11 40];

Cjk = [[62 60 77 53 39 40 62 70 81 78 75 45 87 33 53 35 77 85 59 47 58 76 55 88
  30 69 32 71 48 81 63 78 34 34 52 68 77 52 73 30 59 72 76 64 53 57 83 80
  31 82]
 [34 83 48 33 68 71 77 73 63 49 63 39 82 37 89 72 71 53 68 70 48 45 72 32
  65 60 88 42 41 77 58 46 89 63 57 38 87 39 48 61 45 55 86 60 63 67 79 30
  68 74]
 [55 83 88 65 44 63 31 52 84 51 80 52 46 66 73 45 88 45 78 84 72 61 84 51
  49 86 84 74 61 46 41 44 70 76 71 71 58 44 39 88 39 79 42 34 59 79 61 74
  63 67]
 [56 86 46 64 84 47 79 51 59 49 30 37 39 48 31 66 43 61 57 85 80 82 80 88
  61 57 76 56 86 43 89 43 69 76 70 40 88 46 66 36 52 57 55 36 35 82 34 36
  78 85]
 [73 66 46 39 43 56 68 49 37 59 46 84 33 60 84 88 38 75 44 43 73 83 63 88
  86 33 62 48 33 62 83 48 83 83 54 67 57 88 79 32 54 33 72 68 66 44 44 73
  58 45]
 [89 74 61 83 52 48 58 55 85 50 66 88 43 71 71 33 50 47 73 88 31 82 31 62
  86 83 82 79 76 35 46 45 69 58 30 58 30 58 35 87 32 33 87 37 44 80 79 50
  77 72]
 [58 88 84 37 30 72 76 77 42 35 49 71 56 37 69 89 80 34 59 35 50 39 33 76
  48 65 42 41 57 84 45 58 78 30 46 40 32 38 33 38 33 76 55 81 89 86 89 87
  41 45]
 [79 68 59 78 67 89 62 57 66 72 75 83 35 78 36 38 35 47 55 80 61 59 75 83
  46 32 68 68 49 50 80 84 50 52 68 59 60 31 55 36 42 37 51 73 73 61 49 56
  69 49]
 [64 35 47 47 44 31 33 58 73 55 70 48 61 76 82 53 33 86 63 63 68 69 84 46
  76 30 58 43 50 87 40 43 63 75 67 31 82 74 50 56 45 41 51 59 73 39 41 32
  33 80]
 [49 81 47 38 45 62 30 46 46 70 60 70 45 30 43 83 60 85 85 70 83 45 74 78
  81 84 82 41 52 80 41 89 59 30 64 83 58 36 76 56 38 33 62 73 39 36 83 64
  51 33]];
