/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_05_simple";

d = 10;
r = 50;

SCj = [392 390 415 413 373 367 403 411 368 403];
Dk = [28 47 32 84 41 34 97 48 41 26 80 68 35 15 96 31 19 57 11 14 39 73 90 95 75 80 82 49 38 43 47 86 48 11 33 69 97 54 86 71 87 15 35 98 69 59 44 93 26 13];

Cjk = [[68 43 88 51 37 51 64 73 55 84 41 67 78 59 83 38 81 57 51 41 56 52 37 69
  44 78 60 86 51 79 44 45 37 66 79 81 43 65 85 80 80 32 64 43 40 86 88 33
  36 62]
 [63 71 56 57 73 70 61 81 38 43 45 56 36 36 52 45 63 85 63 71 63 45 58 53
  58 44 63 34 85 75 38 89 89 64 88 64 42 39 82 63 59 72 53 84 62 30 67 79
  63 46]
 [81 71 31 51 85 88 60 76 31 44 60 32 60 59 37 49 43 86 62 32 37 69 60 45
  48 76 62 83 44 50 43 47 86 68 55 51 75 48 70 76 72 56 59 81 81 73 53 59
  77 51]
 [71 75 42 52 72 88 86 69 32 63 34 36 58 71 46 31 38 37 57 64 71 77 48 89
  68 80 68 38 83 48 78 69 41 51 78 89 49 48 35 57 89 89 30 44 56 49 77 83
  68 44]
 [74 82 41 84 70 70 64 70 54 80 73 63 66 30 89 76 30 76 58 59 43 50 83 57
  74 38 82 67 59 55 71 80 53 74 53 40 88 50 86 72 72 49 88 66 44 57 43 81
  50 60]
 [71 84 68 47 57 58 82 87 62 37 70 62 58 63 63 53 50 50 30 33 52 75 41 62
  65 35 55 77 85 78 37 71 60 80 68 62 69 71 39 70 72 63 57 35 32 78 31 41
  66 89]
 [62 32 34 67 67 41 38 72 42 39 77 64 72 74 81 62 37 42 49 74 74 85 55 73
  60 76 48 76 72 31 80 79 64 74 44 63 74 31 42 43 64 61 74 74 36 42 75 70
  76 74]
 [62 34 75 57 89 62 41 83 75 43 55 59 70 74 36 63 32 61 70 37 74 56 64 57
  35 71 36 35 74 37 51 67 39 32 70 43 54 63 35 62 74 46 80 40 64 88 45 65
  35 47]
 [53 43 76 83 33 76 77 39 82 61 81 85 72 83 75 67 48 37 81 35 35 74 33 51
  70 33 47 35 43 70 72 55 78 33 64 79 33 72 41 30 45 77 85 31 52 45 74 59
  74 44]
 [86 79 30 76 46 52 61 50 50 66 72 81 37 47 87 66 45 32 30 30 65 57 49 32
  39 61 69 55 80 34 85 62 88 46 41 64 48 44 34 74 66 64 52 39 83 78 37 70
  38 66]];
