/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_03_simple";

d = 10;
r = 50;

SCj = [523 543 634 586 515 590 584 589 577 572];
Dk = [51 96 46 81 57 66 70 73 59 28 17 84 19 28 64 42 42 77 85 19 53 22 22 31 49 95 19 88 46 50 46 54 88 78 27 84 67 97 47 22 99 82 61 71 36 90 54 66 54 78];

Cjk = [[76 67 46 34 61 50 76 39 35 47 78 85 36 51 44 54 84 39 71 75 44 56 53 66
  67 59 85 85 61 84 69 69 32 85 73 61 88 37 66 34 65 48 37 83 38 64 52 77
  31 63]
 [85 84 64 67 45 63 37 38 80 41 39 69 39 55 63 36 88 70 66 62 78 63 35 72
  58 50 84 44 81 65 65 62 88 56 85 42 66 55 88 36 40 77 32 46 54 72 45 68
  60 75]
 [89 71 41 44 52 86 64 72 33 74 48 67 51 74 51 67 51 40 47 54 74 32 60 49
  88 73 71 84 61 41 78 34 46 60 41 47 83 79 82 32 41 84 66 45 50 66 35 54
  45 72]
 [47 46 60 56 62 72 72 60 51 70 57 60 70 43 51 58 56 35 64 76 34 36 52 49
  46 40 72 60 55 89 62 35 73 42 60 82 72 76 55 35 55 42 76 82 44 89 73 88
  30 63]
 [65 67 66 86 33 43 36 74 82 67 33 76 34 41 86 83 67 73 53 65 85 76 40 59
  37 38 76 64 80 64 77 65 66 87 64 46 71 69 58 66 62 42 31 43 40 69 31 45
  63 39]
 [35 73 67 32 32 55 59 49 39 34 38 39 51 52 89 88 32 38 69 34 34 39 73 60
  46 55 86 48 65 40 53 52 88 58 86 89 74 38 41 68 37 82 60 50 68 52 78 63
  72 78]
 [75 89 69 35 41 61 34 58 53 58 57 79 55 72 54 62 33 34 86 41 36 40 84 84
  88 52 50 69 40 60 85 80 64 70 84 87 40 47 87 66 67 60 87 44 51 64 45 61
  76 32]
 [51 77 86 33 53 67 56 43 37 60 42 85 79 30 59 58 64 65 88 82 32 79 31 52
  83 81 80 64 78 60 44 83 75 73 60 43 70 38 42 84 38 82 41 68 35 85 54 45
  78 87]
 [53 42 72 52 44 50 34 42 62 47 82 74 87 43 41 45 55 78 79 40 71 78 36 78
  76 75 79 65 52 53 89 53 51 35 39 48 78 56 33 30 49 86 68 87 76 60 42 86
  64 56]
 [80 75 40 55 78 60 35 82 38 64 53 38 86 69 38 86 49 42 31 47 67 71 77 36
  84 78 84 88 34 33 61 33 76 70 53 82 84 34 39 51 83 59 73 86 69 39 58 31
  59 73]];
