/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_06_simple";

d = 10;
r = 50;

SCj = [419 458 421 487 472 454 431 453 407 460];
Dk = [99 78 77 28 28 40 81 89 49 54 69 79 79 46 16 81 34 45 24 98 40 92 66 87 33 68 70 19 38 16 76 88 67 10 33 95 63 23 88 13 44 44 33 31 48 97 58 24 93 68];

Cjk = [[31 44 32 87 30 53 79 56 43 32 75 87 75 58 80 61 55 56 33 30 59 52 46 38
  85 70 49 46 67 77 82 71 47 69 49 70 87 80 81 87 67 63 45 55 38 83 40 30
  45 83]
 [63 80 68 53 86 32 57 61 65 44 81 62 32 51 32 55 49 31 44 38 80 43 62 50
  59 78 87 73 47 56 33 57 43 65 31 33 80 59 39 30 61 62 86 85 41 39 55 87
  36 47]
 [55 65 41 59 87 56 40 80 36 43 59 47 79 73 31 69 74 78 60 70 50 62 67 89
  81 53 86 48 32 83 81 31 33 63 66 81 30 34 35 56 71 59 83 31 54 48 30 53
  71 38]
 [36 60 66 76 78 50 82 85 68 31 60 71 81 31 33 71 52 69 79 31 30 57 66 54
  82 82 58 75 76 83 42 63 68 52 46 41 37 66 84 69 83 35 41 72 64 85 85 45
  67 84]
 [86 65 69 86 66 33 80 59 47 66 80 57 88 86 66 68 41 67 69 35 51 62 63 82
  66 61 50 63 50 64 32 60 36 35 63 74 80 83 70 77 88 84 54 63 77 64 83 66
  48 40]
 [77 70 30 65 36 38 63 52 74 87 72 38 45 62 48 71 32 31 65 55 86 32 66 39
  40 47 81 31 42 36 70 47 89 59 89 80 71 32 68 75 54 38 34 40 62 61 54 45
  54 70]
 [59 74 63 75 43 83 60 82 48 36 80 36 75 57 52 76 76 70 38 84 40 57 89 39
  49 58 47 77 53 64 50 37 36 46 68 89 56 57 71 82 71 30 83 66 69 53 38 74
  34 51]
 [64 84 76 71 56 60 73 60 41 36 35 85 81 33 54 55 89 49 36 45 49 72 61 37
  84 38 65 80 52 45 84 82 65 69 60 66 89 40 50 57 34 34 66 33 44 65 80 83
  41 38]
 [36 65 34 70 30 84 46 50 32 45 83 86 42 88 38 51 61 58 87 69 49 33 77 40
  64 64 74 44 55 67 59 36 30 41 87 50 40 74 80 30 56 81 72 84 76 43 47 37
  59 79]
 [74 77 31 37 48 74 35 58 41 43 82 86 32 66 39 81 31 87 89 33 77 46 76 69
  43 42 79 58 61 89 57 72 33 52 54 62 33 61 76 86 31 73 60 30 36 79 58 69
  61 53]];
