/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_20_simple";

d = 10;
r = 50;

SCj = [340 311 294 277 320 312 284 289 301 278];
Dk = [15 13 74 85 64 56 41 66 48 69 73 89 26 72 64 14 63 10 73 43 99 29 36 50 35 36 69 52 18 39 67 55 57 79 31 77 18 20 13 46 79 83 79 73 97 50 70 87 71 52];

Cjk = [[87 32 49 43 41 85 66 55 52 82 75 50 70 60 80 68 86 61 80 66 41 32 62 56
  54 86 46 39 63 51 40 75 68 40 59 88 79 54 34 61 88 53 87 75 78 57 63 65
  31 53]
 [73 72 33 63 77 68 76 76 66 82 63 47 85 32 86 42 42 51 87 46 51 77 82 51
  71 54 78 68 51 88 32 54 61 45 38 47 66 56 61 51 51 38 80 58 72 77 71 48
  69 34]
 [54 89 71 87 61 56 57 87 67 73 71 52 40 70 62 62 80 31 63 62 30 70 44 55
  84 68 36 63 60 74 79 63 34 81 65 63 51 89 48 35 39 73 48 76 70 32 61 60
  81 75]
 [66 44 80 47 49 65 49 40 35 38 65 31 45 79 68 60 32 36 64 56 65 72 42 38
  85 54 55 56 83 77 40 31 83 44 36 33 47 39 71 44 81 73 52 46 61 47 87 31
  55 69]
 [50 82 50 48 83 78 46 82 44 50 88 52 44 62 88 37 45 73 31 85 39 83 53 63
  80 65 77 41 83 82 87 68 73 76 35 51 38 57 48 45 88 83 77 41 68 48 54 86
  82 35]
 [45 64 42 68 33 37 63 54 43 41 88 32 32 37 59 78 59 67 88 68 50 42 41 85
  41 43 32 38 84 54 81 85 42 63 35 44 45 74 50 69 48 30 87 57 60 75 46 55
  78 45]
 [63 87 56 75 80 59 78 49 40 85 46 64 47 51 55 51 66 66 41 77 50 51 64 33
  50 68 44 53 56 30 34 81 80 49 51 46 30 40 37 53 54 33 46 51 79 89 86 42
  36 67]
 [45 53 81 36 78 31 76 70 39 58 79 69 35 38 78 54 48 70 83 59 78 32 85 88
  79 49 36 55 31 82 71 80 89 43 74 37 70 60 52 51 71 40 33 86 74 38 51 76
  36 50]
 [86 88 71 66 39 45 54 36 30 71 50 80 36 30 30 66 36 85 67 56 71 89 80 84
  79 50 52 48 59 40 83 62 66 85 85 55 63 83 48 88 32 72 89 61 89 72 89 40
  48 50]
 [55 38 43 39 32 81 77 48 31 70 81 69 53 53 50 72 45 66 43 52 72 56 61 52
  78 44 55 71 89 64 84 60 86 62 73 67 86 67 85 35 36 61 76 60 43 69 58 43
  69 41]];
