/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_25_simple";

d = 10;
r = 50;

SCj = [420 406 423 427 429 430 407 412 416 407];
Dk = [53 96 30 39 22 16 39 81 33 80 31 60 98 97 44 95 20 83 24 51 64 39 40 48 34 80 36 11 60 69 29 57 50 68 31 38 18 88 70 31 83 13 12 26 20 100 32 84 42 52];

Cjk = [[74 59 72 57 30 51 31 87 49 53 85 84 52 36 70 53 57 52 45 86 74 67 59 79
  32 46 41 50 61 66 37 63 58 43 60 50 64 89 88 48 71 44 54 60 76 58 57 45
  54 34]
 [87 82 85 44 67 40 86 42 57 78 89 44 85 57 85 32 73 80 49 30 32 82 44 81
  77 41 40 59 30 52 38 68 55 88 66 75 51 65 77 31 40 60 89 88 72 85 69 33
  81 60]
 [79 79 63 33 76 77 39 82 80 62 83 52 85 60 85 73 34 38 44 40 79 50 31 46
  44 47 52 62 30 88 83 68 86 79 69 57 89 37 51 37 51 65 70 71 88 53 89 80
  37 56]
 [68 68 73 57 30 46 47 89 61 63 56 47 86 89 36 48 84 55 76 71 40 74 41 52
  48 73 84 41 79 75 37 66 36 31 83 66 57 33 62 84 84 57 84 32 42 54 83 41
  36 40]
 [52 56 88 84 31 44 64 84 38 56 87 66 64 69 62 82 35 87 69 45 67 86 60 49
  50 58 66 77 82 82 62 85 46 82 75 81 86 62 48 65 71 84 66 50 33 45 69 65
  81 59]
 [68 54 85 30 86 30 71 50 86 34 73 35 67 42 80 63 44 45 63 31 45 75 40 69
  89 34 77 42 67 72 64 80 67 82 73 60 64 37 51 89 56 44 43 49 81 30 73 74
  76 68]
 [48 43 68 58 87 61 60 30 52 70 66 73 34 49 38 34 57 38 39 43 45 81 31 81
  67 83 68 35 78 62 35 66 54 71 57 43 88 35 36 44 68 88 63 62 59 39 85 35
  66 65]
 [51 51 68 72 59 52 84 88 51 48 40 80 54 51 40 46 30 89 69 54 54 45 66 48
  80 77 32 72 41 43 76 50 46 70 85 58 67 57 65 51 81 39 76 76 83 45 49 83
  63 77]
 [37 51 69 86 70 63 53 37 76 75 70 34 84 43 42 55 86 79 67 85 75 60 85 47
  38 78 36 33 36 36 65 59 55 70 57 44 42 70 61 37 40 75 70 54 82 32 31 84
  62 89]
 [85 39 56 87 54 82 49 36 51 69 77 47 64 71 31 53 73 60 41 89 77 68 42 69
  72 46 86 59 88 59 86 33 77 38 55 81 45 72 42 74 59 65 61 75 37 63 54 82
  85 30]];
