/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_18_simple";

d = 10;
r = 50;

SCj = [554 542 549 482 500 569 498 540 502 541];
Dk = [23 90 98 99 57 65 96 33 61 58 48 98 54 35 85 49 83 57 72 49 82 66 81 99 20 74 32 31 84 25 49 30 42 75 98 18 87 82 59 87 36 14 89 19 93 18 71 88 65 48];

Cjk = [[49 79 73 59 46 75 56 50 65 86 75 63 72 31 68 42 30 57 77 73 75 81 62 65
  80 79 79 68 71 87 77 86 78 38 50 64 85 67 59 37 62 86 80 60 54 63 77 46
  76 47]
 [39 56 40 50 85 57 43 84 39 46 34 39 47 50 39 73 86 69 75 50 33 89 62 84
  62 52 64 75 36 88 60 87 74 53 62 66 46 83 30 45 34 38 47 64 47 59 88 58
  54 36]
 [80 76 89 33 83 89 35 76 33 50 79 41 88 66 61 86 63 77 57 45 60 34 47 84
  39 53 51 38 71 67 56 74 58 32 32 31 47 33 66 48 43 51 40 84 62 38 53 45
  39 87]
 [46 83 88 50 31 70 67 76 35 67 71 37 58 63 67 32 55 66 76 58 59 67 85 69
  83 67 81 57 38 84 55 44 73 64 73 73 38 86 76 88 60 52 89 73 67 55 81 81
  75 64]
 [40 64 47 72 62 60 66 81 75 37 83 66 83 38 78 34 89 32 79 61 77 71 48 75
  52 67 46 70 52 68 78 72 47 53 45 71 67 31 32 58 87 64 76 41 39 83 77 87
  69 34]
 [47 66 72 39 65 78 32 59 67 80 89 32 37 60 50 65 63 76 38 64 89 31 82 87
  85 84 86 54 81 34 47 74 42 43 68 57 46 61 77 86 53 74 85 58 59 83 74 50
  35 42]
 [77 52 84 60 62 65 39 48 50 82 45 85 72 75 57 39 37 55 81 89 66 75 53 87
  35 53 55 46 78 75 79 58 51 77 80 56 86 70 70 58 75 87 35 44 78 58 83 35
  88 40]
 [88 46 71 57 58 59 59 65 73 63 41 37 53 85 43 80 63 74 55 52 46 82 57 40
  32 54 45 79 36 74 58 74 68 72 71 80 63 54 83 46 47 85 47 35 62 51 40 55
  80 58]
 [84 77 86 84 49 63 54 69 89 78 84 44 80 58 37 51 74 39 88 85 62 51 73 41
  54 70 46 41 63 66 42 56 76 75 33 87 33 55 42 37 58 87 57 73 47 67 30 38
  51 56]
 [76 88 68 52 64 48 63 86 89 84 52 85 41 70 73 63 30 48 44 60 86 86 71 70
  77 55 74 87 69 79 67 62 72 82 78 30 59 82 68 45 40 34 36 62 45 87 35 42
  64 79]];
