/*********************************************
    * Lab01 - simple
    * Author: Coso
    * Creation Date: Mar, 2019
    *********************************************/
instance_name = "large_instance_17_simple";

d = 10;
r = 50;

SCj = [512 497 496 502 536 555 487 538 522 518];
Dk = [48 17 19 87 64 58 34 76 70 46 14 94 66 31 49 82 64 72 22 85 64 15 25 28 24 61 59 58 94 29 80 36 93 50 53 92 86 74 23 97 31 57 69 89 100 94 10 39 73 16];

Cjk = [[43 52 69 79 57 58 56 82 41 56 36 59 78 57 46 87 81 38 64 41 80 55 66 81
  89 88 40 44 37 43 73 66 57 39 53 41 38 32 56 41 32 81 50 70 84 40 63 78
  83 74]
 [51 69 78 83 89 88 77 77 62 88 50 73 70 55 80 42 69 80 64 66 54 86 39 35
  58 64 70 47 89 33 57 80 35 36 50 74 66 68 42 57 34 66 46 48 77 52 75 30
  64 37]
 [36 76 70 58 32 35 60 68 85 68 71 52 56 77 57 38 68 68 72 36 42 58 57 83
  75 42 33 33 44 41 88 42 32 85 55 35 37 77 31 30 71 84 58 77 32 65 33 44
  73 37]
 [35 42 88 44 69 67 88 79 63 84 86 69 67 43 74 80 36 86 76 59 76 62 73 40
  54 62 67 56 63 65 48 40 60 54 40 73 80 48 53 69 39 62 59 82 52 86 73 64
  42 86]
 [80 89 86 51 83 77 30 46 63 53 88 44 54 43 44 35 46 38 58 64 73 62 55 59
  48 37 32 32 71 59 76 45 67 39 77 82 87 30 45 85 59 68 88 51 58 88 73 72
  32 71]
 [59 75 67 56 57 64 83 55 37 62 80 59 85 87 71 78 59 71 74 74 82 58 58 87
  84 38 82 62 46 87 38 46 59 33 70 88 45 30 73 31 81 73 62 85 79 56 37 80
  46 76]
 [61 43 67 69 59 30 61 67 52 68 40 52 42 52 42 86 58 34 66 47 57 88 81 85
  36 40 49 37 34 49 89 41 48 59 42 79 54 42 32 45 83 65 83 73 75 85 51 39
  77 88]
 [44 65 43 70 48 56 53 61 85 56 71 54 56 65 45 60 35 60 69 38 87 37 40 81
  74 51 51 83 73 42 48 84 37 75 36 77 40 32 73 65 61 68 77 63 35 61 36 45
  76 61]
 [69 34 68 86 34 70 35 84 57 71 87 40 52 30 66 63 74 62 53 60 57 57 77 77
  36 89 51 34 47 52 61 36 84 80 76 40 35 74 58 76 48 75 60 79 33 76 39 40
  75 70]
 [85 37 35 70 88 41 87 34 56 65 84 88 47 36 74 76 60 78 85 40 41 56 63 38
  88 88 34 67 67 88 76 75 76 38 49 44 53 53 83 40 63 80 45 65 39 31 47 42
  47 45]];
